root_r.x,root_r.y,root_r.z,hand_r.x,hand_r.y,hand_r.z,finger_thumb_0_r.x,finger_thumb_0_r.y,finger_thumb_0_r.z,finger_thumb_1_r.x,finger_thumb_1_r.y,finger_thumb_1_r.z,finger_thumb_2_r.x,finger_thumb_2_r.y,finger_thumb_2_r.z,finger_index_0_r.x,finger_index_0_r.y,finger_index_0_r.z,finger_index_1_r.x,finger_index_1_r.y,finger_index_1_r.z,finger_index_2_r.x,finger_index_2_r.y,finger_index_2_r.z,finger_middle_0_r.x,finger_middle_0_r.y,finger_middle_0_r.z,finger_middle_1_r.x,finger_middle_1_r.y,finger_middle_1_r.z,finger_middle_2_r.x,finger_middle_2_r.y,finger_middle_2_r.z,finger_ring_0_r.x,finger_ring_0_r.y,finger_ring_0_r.z,finger_ring_1_r.x,finger_ring_1_r.y,finger_ring_1_r.z,finger_ring_2_r.x,finger_ring_2_r.y,finger_ring_2_r.z,finger_pinky_0_r.x,finger_pinky_0_r.y,finger_pinky_0_r.z,finger_pinky_1_r.x,finger_pinky_1_r.y,finger_pinky_1_r.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.36, 1.53, 0.19,0.38, 1.51, 0.24,0.41, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.24,0.45, 1.56, 0.27,0.46, 1.55, 0.30,0.43, 1.55, 0.21,0.46, 1.55, 0.25,0.48, 1.54, 0.27,0.44, 1.55, 0.19,0.46, 1.54, 0.22,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.36, 1.53, 0.19,0.38, 1.51, 0.24,0.41, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.24,0.45, 1.56, 0.27,0.46, 1.55, 0.30,0.43, 1.55, 0.21,0.46, 1.55, 0.25,0.48, 1.54, 0.27,0.44, 1.55, 0.19,0.46, 1.54, 0.22,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.36, 1.53, 0.19,0.38, 1.51, 0.24,0.41, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.24,0.45, 1.56, 0.27,0.46, 1.55, 0.30,0.43, 1.55, 0.21,0.46, 1.55, 0.25,0.48, 1.54, 0.27,0.44, 1.55, 0.19,0.46, 1.54, 0.22,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.36, 1.53, 0.19,0.38, 1.51, 0.24,0.41, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.24,0.45, 1.56, 0.27,0.46, 1.55, 0.30,0.43, 1.55, 0.21,0.46, 1.55, 0.25,0.48, 1.54, 0.27,0.44, 1.55, 0.19,0.46, 1.54, 0.22,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.36, 1.53, 0.19,0.38, 1.51, 0.24,0.41, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.24,0.45, 1.56, 0.27,0.46, 1.55, 0.30,0.43, 1.55, 0.21,0.46, 1.55, 0.25,0.48, 1.54, 0.27,0.44, 1.55, 0.19,0.46, 1.54, 0.22,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.37, 1.53, 0.19,0.38, 1.51, 0.23,0.42, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.21,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.37, 1.53, 0.19,0.38, 1.51, 0.23,0.42, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.21,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.37, 1.53, 0.19,0.38, 1.51, 0.23,0.42, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.21,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.37, 1.53, 0.19,0.38, 1.51, 0.23,0.42, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.21,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.38, 1.55, 0.17,0.38, 1.55, 0.17,0.37, 1.53, 0.19,0.38, 1.51, 0.23,0.42, 1.51, 0.25,0.40, 1.54, 0.25,0.42, 1.54, 0.29,0.43, 1.53, 0.31,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.21,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.42, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.20,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.42, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.20,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.42, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.20,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.42, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.45, 1.56, 0.27,0.47, 1.55, 0.29,0.43, 1.55, 0.20,0.46, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.47, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.47, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.47, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.47, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.47, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.48, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.16,0.39, 1.55, 0.16,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.55, 0.26,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.17,0.39, 1.55, 0.17,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.56, 0.27,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.17,0.39, 1.55, 0.17,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.56, 0.27,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.17,0.39, 1.55, 0.17,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.56, 0.27,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
0.39, 1.55, 0.17,0.39, 1.55, 0.17,0.37, 1.53, 0.19,0.39, 1.51, 0.23,0.42, 1.51, 0.24,0.40, 1.54, 0.25,0.43, 1.54, 0.28,0.44, 1.53, 0.30,0.42, 1.55, 0.23,0.46, 1.56, 0.27,0.48, 1.55, 0.28,0.44, 1.55, 0.20,0.47, 1.55, 0.24,0.49, 1.54, 0.26,0.44, 1.55, 0.18,0.47, 1.54, 0.21,0.21, 1.68, 0.37,0.21, 1.68, 0.37,0.24, 1.67, 0.35,0.28, 1.65, 0.33,0.31, 1.64, 0.32,0.29, 1.68, 0.40,0.32, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.42,0.30, 1.68, 0.46,0.31, 1.68, 0.48,0.24, 1.68, 0.42,0.26, 1.68, 0.47,0.28, 1.68, 0.49,0.21, 1.68, 0.43,0.23, 1.68, 0.46,
